SingleCopyOG,Name,Product,Pathway,Orthogroup
OG0009778::H2,SAC8,Phosphoinositide phosphatase SAC8,Phosphatidylinositol signaling system,OG0009778
OG0010218::H1,PTEN1,Phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1,Phosphatidylinositol signaling system,OG0010218
OG0028421::H1,FAB1A,1-phosphatidylinositol-3-phosphate 5-kinase FAB1A,Phosphatidylinositol signaling system,OG0028421
OG0038931::H1,FAB1A,1-phosphatidylinositol-3-phosphate 5-kinase FAB1A,Phosphatidylinositol signaling system,OG0038931
OG0033852::H1,FAB1B,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B,Phosphatidylinositol signaling system,OG0033852
OG0033412::H1,IMPL1,Phosphatase IMPL1%2C chloroplastic,Phosphatidylinositol signaling system,OG0033412
OG0028979::H2,ITPK2,Inositol-tetrakisphosphate 1-kinase 2,Phosphatidylinositol signaling system,OG0028979
OG0018359::H2,ITPK2,Inositol-tetrakisphosphate 1-kinase 2,Phosphatidylinositol signaling system,OG0018359
OG0023248::H2,PI4KA1,Phosphatidylinositol 4-kinase alpha 1,Phosphatidylinositol signaling system,OG0023248
OG0021471::H1,PIP5K5,Phosphatidylinositol 4-phosphate 5-kinase 5,Phosphatidylinositol signaling system,OG0021471
OG0018797::H2,PIP5K6,Phosphatidylinositol 4-phosphate 5-kinase 6,Phosphatidylinositol signaling system,OG0018797
OG0018797::NA,PIP5K6,Phosphatidylinositol 4-phosphate 5-kinase 6,Phosphatidylinositol signaling system,OG0018797
OG0021471::NA,PIP5K4,Phosphatidylinositol 4-phosphate 5-kinase 4,Phosphatidylinositol signaling system,OG0021471
OG0056212::NA,FAB1B,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B,Phosphatidylinositol signaling system,OG0056212
OG0023248::NA,PI4KA1,Phosphatidylinositol 4-kinase alpha 1,Phosphatidylinositol signaling system,OG0023248
OG0018385::NA,PIP5K2,Phosphatidylinositol 4-phosphate 5-kinase 2,Phosphatidylinositol signaling system,OG0018385
OG0028979::NA,ITPK2,Inositol-tetrakisphosphate 1-kinase 2,Phosphatidylinositol signaling system,OG0028979
OG0058165::NA,DGK5,Diacylglycerol kinase 5,Phosphatidylinositol signaling system,OG0058165
OG0057981::NA,PI4KA1,Phosphatidylinositol 4-kinase alpha 1,Phosphatidylinositol signaling system,OG0057981
OG0033030::NA,PIP5K9,Phosphatidylinositol 4-phosphate 5-kinase 9,Phosphatidylinositol signaling system,OG0033030
OG0056507::NA,MTM1,Phosphatidylinositol-3-phosphatase myotubularin-1,Phosphatidylinositol signaling system,OG0056507
OG0022456::NA,PIP5K8,Phosphatidylinositol 4-phosphate 5-kinase 8,Phosphatidylinositol signaling system,OG0022456
OG0015179::NA,PLC2,Phosphoinositide phospholipase C 2,Phosphatidylinositol signaling system,OG0015179
OG0057687::NA,PIP5K1,Phosphatidylinositol 4-phosphate 5-kinase 1,Phosphatidylinositol signaling system,OG0057687
OG0021060::NA,PIP5K6,Phosphatidylinositol 4-phosphate 5-kinase 6,Phosphatidylinositol signaling system,OG0021060
OG0056916::NA,FAB1D,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,Phosphatidylinositol signaling system,OG0056916
OG0002516::H1,PECT1,Ethanolamine-phosphate cytidylyltransferase,Phosphonate and phosphinate metabolism,OG0002516
OG0022463::H1,PECT1,Ethanolamine-phosphate cytidylyltransferase,Phosphonate and phosphinate metabolism,OG0022463
OG0002609::H1,CCT1,Choline-phosphate cytidylyltransferase 1,Phosphonate and phosphinate metabolism,OG0002609
OG0002609::H2,CCT1,Choline-phosphate cytidylyltransferase 1,Phosphonate and phosphinate metabolism,OG0002609
OG0002609::NA,CCT1,Choline-phosphate cytidylyltransferase 1,Phosphonate and phosphinate metabolism,OG0002609
OG0058161::NA,CCT1,Choline-phosphate cytidylyltransferase 1,Phosphonate and phosphinate metabolism,OG0058161
OG0000333::H2,CAB-151,Chlorophyll a-b binding protein 151%2C chloroplastic,Photosynthesis,OG0000333
OG0000333::NA,CAB40,Chlorophyll a-b binding protein 40%2C chloroplastic,Photosynthesis,OG0000333
OG0002458::H1,FD3,Ferredoxin-3%2C chloroplastic,Photosynthesis,OG0002458
OG0002458::H2,FDX3,Ferredoxin-3%2C chloroplastic,Photosynthesis,OG0002458
OG0033999::H2,ATPC2,ATP synthase gamma chain 2%2C chloroplastic,Photosynthesis,OG0033999
OG0003680::H1,PSAEA,Photosystem I reaction center subunit IV A%2C chloroplastic,Photosynthesis,OG0003680
OG0003680::H2,PSAEA,Photosystem I reaction center subunit IV A%2C chloroplastic,Photosynthesis,OG0003680
OG0003827::H1,PSBO,Oxygen-evolving enhancer protein 1%2C chloroplastic,Photosynthesis,OG0003827
OG0003827::H2,PSBO,Oxygen-evolving enhancer protein 1%2C chloroplastic,Photosynthesis,OG0003827
OG0003946::H1,LHCB4.2,Chlorophyll a-b binding protein CP29.2%2C chloroplastic,Photosynthesis,OG0003946
OG0003946::H2,LHCB4.2,Chlorophyll a-b binding protein CP29.2%2C chloroplastic,Photosynthesis,OG0003946
OG0004209::H1,PETH,Ferredoxin--NADP reductase%2C chloroplastic,Photosynthesis,OG0004209
OG0004209::H2,PETH,Ferredoxin--NADP reductase%2C leaf isozyme%2C chloroplastic,Photosynthesis,OG0004209
OG0004773::H1,PSBP,Oxygen-evolving enhancer protein 2%2C chloroplastic,Photosynthesis,OG0004773
OG0004773::H2,PSBP,Oxygen-evolving enhancer protein 2%2C chloroplastic,Photosynthesis,OG0004773
OG0004818::H1,psbW,Photosystem II reaction center W protein%2C chloroplastic,Photosynthesis,OG0004818
OG0004818::H2,psbW,Photosystem II reaction center W protein%2C chloroplastic,Photosynthesis,OG0004818
OG0004829::H1,SEND33,Ferredoxin-1%2C chloroplastic,Photosynthesis,OG0004829
OG0004829::H2,FD2,Ferredoxin-2%2C chloroplastic,Photosynthesis,OG0004829
OG0004829::NA,FD2,Ferredoxin-2%2C chloroplastic,Photosynthesis,OG0004829
OG0005084::H1,CAP10A,Chlorophyll a-b binding protein CP24 10A%2C chloroplastic,Photosynthesis,OG0005084
OG0005084::H2,CAP10A,Chlorophyll a-b binding protein CP24 10A%2C chloroplastic,Photosynthesis,OG0005084
OG0005097::H1,PETE,Plastocyanin A%2C chloroplastic,Photosynthesis,OG0005097
OG0005097::H2,PETE,Plastocyanin A%2C chloroplastic,Photosynthesis,OG0005097
OG0005097::NA,PETE,Plastocyanin%2C chloroplastic,Photosynthesis,OG0005097
OG0005643::H2,psaD,Photosystem I reaction center subunit II%2C chloroplastic,Photosynthesis,OG0005643
OG0005643::H1,psaD,Photosystem I reaction center subunit II%2C chloroplastic,Photosynthesis,OG0005643
OG0005831::H1,PSBQ2,Oxygen-evolving enhancer protein 3-2%2C chloroplastic,Photosynthesis,OG0005831
OG0005831::H2,PSBQ2,Oxygen-evolving enhancer protein 3-2%2C chloroplastic,Photosynthesis,OG0005831
OG0005898::H1,PSBS,Photosystem II 22 kDa protein%2C chloroplastic,Photosynthesis,OG0005898
OG0005898::H2,PSBS,Photosystem II 22 kDa protein%2C chloroplastic,Photosynthesis,OG0005898
OG0006071::H1,PSBR,Photosystem II 10 kDa polypeptide%2C chloroplastic,Photosynthesis,OG0006071
OG0006071::H2,PSBR,Photosystem II 10 kDa polypeptide%2C chloroplastic,Photosynthesis,OG0006071
OG0006406::H1,petC,Cytochrome b6-f complex iron-sulfur subunit%2C chloroplastic,Photosynthesis,OG0006406
OG0006406::H2,petC,Cytochrome b6-f complex iron-sulfur subunit%2C chloroplastic,Photosynthesis,OG0006406
OG0006485::H2,CAB13,Chlorophyll a-b binding protein 13%2C chloroplastic,Photosynthesis,OG0006485
OG0006485::NA,LHCB3,Chlorophyll a-b binding protein 3%2C chloroplastic,Photosynthesis,OG0006485
OG0006591::H1,PSAH,Photosystem I reaction center subunit VI%2C chloroplastic,Photosynthesis,OG0006591
OG0006591::H2,PSAH,Photosystem I reaction center subunit VI%2C chloroplastic,Photosynthesis,OG0006591
OG0056962::H2,PSAH2,Photosystem I reaction center subunit VI-2%2C chloroplastic,Photosynthesis,OG0056962
OG0006830::H1,PSAL,Photosystem I reaction center subunit XI%2C chloroplastic,Photosynthesis,OG0006830
OG0006830::H2,PSAL,Photosystem I reaction center subunit XI%2C chloroplastic,Photosynthesis,OG0006830
OG0021443::NA,PSAL,Photosystem I reaction center subunit XI%2C chloroplastic,Photosynthesis,OG0021443
OG0006858::H1,Os03g0784700,Ferredoxin--NADP reductase%2C root isozyme%2C chloroplastic,Photosynthesis,OG0006858
OG0006858::H2,Os03g0784700,Ferredoxin--NADP reductase%2C root isozyme%2C chloroplastic,Photosynthesis,OG0006858
OG0006879::H2,PSAN,Photosystem I reaction center subunit N%2C chloroplastic,Photosynthesis,OG0006879
OG0007019::H1,LHCB5,Chlorophyll a-b binding protein CP26%2C chloroplastic,Photosynthesis,OG0007019
OG0007019::H2,LHCB5,Chlorophyll a-b binding protein CP26%2C chloroplastic,Photosynthesis,OG0007019
OG0007190::H1,PSAK,Photosystem I reaction center subunit psaK%2C chloroplastic,Photosynthesis,OG0007190
OG0007190::H2,PSAK,Photosystem I reaction center subunit psaK%2C chloroplastic,Photosynthesis,OG0007190
OG0007190::NA,PSAK,Photosystem I reaction center subunit psaK%2C chloroplastic,Photosynthesis,OG0007190
OG0007260::H1,PSAF,Photosystem I reaction center subunit III%2C chloroplastic,Photosynthesis,OG0007260
OG0007260::H2,PSAF,Photosystem I reaction center subunit III%2C chloroplastic,Photosynthesis,OG0007260
OG0007365::H1,LHCA4,Chlorophyll a-b binding protein 4%2C chloroplastic,Photosynthesis,OG0007365
OG0007365::H2,LHCA4,Chlorophyll a-b binding protein 4%2C chloroplastic,Photosynthesis,OG0007365
OG0007365::NA,lhcA-P4,Chlorophyll a-b binding protein P4%2C chloroplastic,Photosynthesis,OG0007365
OG0007426::H1,PNSL3,Photosynthetic NDH subunit of lumenal location 3%2C chloroplastic,Photosynthesis,OG0007426
OG0007426::H2,PNSL3,Photosynthetic NDH subunit of lumenal location 3%2C chloroplastic,Photosynthesis,OG0007426
OG0007618::H1,CAB8,Chlorophyll a-b binding protein 8%2C chloroplastic,Photosynthesis,OG0007618
OG0007618::H2,CAB8,Chlorophyll a-b binding protein 8%2C chloroplastic,Photosynthesis,OG0007618
OG0007665::H2,CAB7,Chlorophyll a-b binding protein 7%2C chloroplastic,Photosynthesis,OG0007665
OG0007834::H2,PSBY,Photosystem II core complex proteins psbY%2C chloroplastic,Photosynthesis,OG0007834
OG0007860::H1,PSB28,Photosystem II reaction center PSB28 protein%2C chloroplastic,Photosynthesis,OG0007860
OG0007860::H2,PSB28,Photosystem II reaction center PSB28 protein%2C chloroplastic,Photosynthesis,OG0007860
OG0008478::H1,PPL1,PsbP-like protein 1%2C chloroplastic,Photosynthesis,OG0008478
OG0008478::H2,PPL1,PsbP-like protein 1%2C chloroplastic,Photosynthesis,OG0008478
OG0008818::H2,PSAO,Photosystem I subunit O,Photosynthesis,OG0008818
OG0009383::H2,PNSL2,Photosynthetic NDH subunit of lumenal location 2%2C chloroplastic,Photosynthesis,OG0009383
OG0009456::H1,PSB27-1,Photosystem II repair protein PSB27-H1%2C chloroplastic,Photosynthesis,OG0009456
OG0009456::H2,PSB27-1,Photosystem II repair protein PSB27-H1%2C chloroplastic,Photosynthesis,OG0009456
OG0009580::H1,PSAG,Photosystem I reaction center subunit V%2C chloroplastic,Photosynthesis,OG0009580
OG0010044::H1,CAB6A,Chlorophyll a-b binding protein 6A%2C chloroplastic,Photosynthesis,OG0010044
OG0010044::H2,CAB6A,Chlorophyll a-b binding protein 6A%2C chloroplastic,Photosynthesis,OG0010044
OG0010206::H1,FDC1,Ferredoxin C 1%2C chloroplastic,Photosynthesis,OG0010206
OG0010271::H1,FDC2,Ferredoxin C 2%2C chloroplastic,Photosynthesis,OG0010271
OG0010271::H2,FDC2,Ferredoxin C 2%2C chloroplastic,Photosynthesis,OG0010271
OG0010911::H1,PETJ,Cytochrome c6%2C chloroplastic,Photosynthesis,OG0010911
OG0011630::H2,LHCB7,Chlorophyll a-b binding protein 7%2C chloroplastic,Photosynthesis,OG0011630
OG0011734::H2,LHCA6,Photosystem I chlorophyll a/b-binding protein 6%2C chloroplastic,Photosynthesis,OG0011734
OG0019856::H1,LHCA5,Photosystem I chlorophyll a/b-binding protein 5%2C chloroplastic,Photosynthesis,OG0019856
OG0011959::H2,LHCA5,Photosystem I chlorophyll a/b-binding protein 5%2C chloroplastic,Photosynthesis,OG0011959
OG0057518::NA,LHCB3,Chlorophyll a-b binding protein 3%2C chloroplastic,Photosynthesis,OG0057518
OG0034557::H2,EFR,LRR receptor-like serine/threonine-protein kinase EFR,Plant hormone signal transduction,OG0034557
OG0000012::H1,EIX2,Receptor-like protein EIX2,Plant hormone signal transduction,OG0000012
OG0000012::H2,EIX2,Receptor-like protein EIX2,Plant hormone signal transduction,OG0000012
OG0018323::H2,RPS2,Disease resistance protein RPS2,Plant hormone signal transduction,OG0018323
OG0003350::H2,RPS2,Disease resistance protein RPS2,Plant hormone signal transduction,OG0003350
OG0000062::H1,PBL26,Probable serine/threonine-protein kinase PBL26,Plant hormone signal transduction,OG0000062
OG0000062::H2,PBL21,Probable serine/threonine-protein kinase PBL21,Plant hormone signal transduction,OG0000062
OG0000062::NA,PBS1,Serine/threonine-protein kinase PBS1,Plant hormone signal transduction,OG0000062
OG0000079::H1,RPM1,Disease resistance protein RPM1,Plant hormone signal transduction,OG0000079
OG0042708::H1,RPM1,Disease resistance protein RPM1,Plant hormone signal transduction,OG0042708
OG0000079::H2,RPM1,Disease resistance protein RPM1,Plant hormone signal transduction,OG0000079
OG0019726::H2,RPM1,Disease resistance protein RPM1,Plant hormone signal transduction,OG0019726
OG0056673::H2,RPM1,Disease resistance protein RPM1,Plant hormone signal transduction,OG0056673
OG0000191::H1,,Calmodulin,Plant hormone signal transduction,OG0000191
OG0000191::H2,,Calmodulin,Plant hormone signal transduction,OG0000191
OG0000215::H1,CPK13,Calcium-dependent protein kinase 13,Plant hormone signal transduction,OG0000215
OG0000215::H2,CPK32,Calcium-dependent protein kinase 32,Plant hormone signal transduction,OG0000215
OG0022658::H1,CPK8,Calcium-dependent protein kinase 8,Plant hormone signal transduction,OG0022658
OG0000243::H1,At1g61310,Probable disease resistance protein At1g61310,Plant hormone signal transduction,OG0000243
OG0000271::H1,PTI1,Pto-interacting protein 1,Plant hormone signal transduction,OG0000271
OG0000271::H2,PTI1,Pto-interacting protein 1,Plant hormone signal transduction,OG0000271
OG0000271::NA,At2g41970,Probable protein kinase At2g41970,Plant hormone signal transduction,OG0000271
OG0000417::H1,CML18,Probable calcium-binding protein CML18,Plant hormone signal transduction,OG0000417
OG0000417::H2,CML10,Probable calcium-binding protein CML10,Plant hormone signal transduction,OG0000417
OG0000477::H1,CML39,Calcium-binding protein CML39,Plant hormone signal transduction,OG0000477
OG0000527::H1,MYB306,Myb-related protein 306,Plant hormone signal transduction,OG0000527
OG0000527::H2,MYB306,Myb-related protein 306,Plant hormone signal transduction,OG0000527
OG0000559::H1,CPK1,Calcium-dependent protein kinase 1,Plant hormone signal transduction,OG0000559
OG0000559::H2,CPK1,Calcium-dependent protein kinase 1,Plant hormone signal transduction,OG0000559
OG0018363::H1,CPK2,Calcium-dependent protein kinase 2,Plant hormone signal transduction,OG0018363
OG0000559::NA,CPK6,Calcium-dependent protein kinase 6,Plant hormone signal transduction,OG0000559
OG0000799::H1,CML3,Calmodulin-like protein 3,Plant hormone signal transduction,OG0000799
OG0000799::H2,CML3,Calmodulin-like protein 3,Plant hormone signal transduction,OG0000799
OG0000799::NA,CML3,Calmodulin-like protein 3,Plant hormone signal transduction,OG0000799
OG0000893::H1,CNGC14,Probable cyclic nucleotide-gated ion channel 14,Plant hormone signal transduction,OG0000893
OG0000893::H2,CNGC18,Cyclic nucleotide-gated ion channel 18,Plant hormone signal transduction,OG0000893
OG0001233::H1,ECI3,Enoyl-CoA delta isomerase 3,Plant hormone signal transduction,OG0001233
OG0042995::H1,ECI3,Enoyl-CoA delta isomerase 3,Plant hormone signal transduction,OG0042995
OG0001247::H1,WRKY1,WRKY transcription factor 1,Plant hormone signal transduction,OG0001247
OG0001247::H2,WRKY1,WRKY transcription factor 1,Plant hormone signal transduction,OG0001247
OG0001392::H2,CNGC2,Cyclic nucleotide-gated ion channel 2,Plant hormone signal transduction,OG0001392
OG0001392::H1,CNGC2,Cyclic nucleotide-gated ion channel 2,Plant hormone signal transduction,OG0001392
OG0001432::H1,CNGC1,Cyclic nucleotide-gated ion channel 1,Plant hormone signal transduction,OG0001432
OG0001432::H2,CNGC1,Cyclic nucleotide-gated ion channel 1,Plant hormone signal transduction,OG0001432
OG0001466::H2,CPK17,Calcium-dependent protein kinase 17,Plant hormone signal transduction,OG0001466
OG0001475::NA,CML38,Calcium-binding protein CML38,Plant hormone signal transduction,OG0001475
OG0001648::H1,CERK1,Chitin elicitor receptor kinase 1,Plant hormone signal transduction,OG0001648
OG0001648::H2,LYK3,LysM domain receptor-like kinase 3,Plant hormone signal transduction,OG0001648
OG0016407::H2,CERK1,Chitin elicitor receptor kinase 1,Plant hormone signal transduction,OG0016407
OG0001718::H1,CNGC20,Probable cyclic nucleotide-gated ion channel 20%2C chloroplastic,Plant hormone signal transduction,OG0001718
OG0001801::H1,CNGC6,Probable cyclic nucleotide-gated ion channel 6,Plant hormone signal transduction,OG0001801
OG0001801::H2,CNGC6,Probable cyclic nucleotide-gated ion channel 6,Plant hormone signal transduction,OG0001801
OG0001892::H1,RD19A,Cysteine protease RD19A,Plant hormone signal transduction,OG0001892
OG0042809::H1,RD19B,Probable cysteine protease RD19B,Plant hormone signal transduction,OG0042809
OG0001892::H2,RD19B,Probable cysteine protease RD19B,Plant hormone signal transduction,OG0001892
OG0019023::H2,RD19B,Probable cysteine protease RD19B,Plant hormone signal transduction,OG0019023
OG0001948::H2,CNGC15C,Protein CNGC15c,Plant hormone signal transduction,OG0001948
OG0001948::H1,CNGC15C,Protein CNGC15c,Plant hormone signal transduction,OG0001948
OG0013236::H1,CNGC15,Putative cyclic nucleotide-gated ion channel 15,Plant hormone signal transduction,OG0013236
OG0002190::H2,CPK11,Calcium-dependent protein kinase 11,Plant hormone signal transduction,OG0002190
OG0002210::H1,WRKY2,Probable WRKY transcription factor 2,Plant hormone signal transduction,OG0002210
OG0002210::H2,WRKY2,Probable WRKY transcription factor 2,Plant hormone signal transduction,OG0002210
OG0002298::H1,CML21,Probable calcium-binding protein CML21,Plant hormone signal transduction,OG0002298
OG0002298::H2,CML21,Probable calcium-binding protein CML21,Plant hormone signal transduction,OG0002298
OG0002298::NA,CML21,Probable calcium-binding protein CML21,Plant hormone signal transduction,OG0002298
OG0002472::H2,CML15,Probable calcium-binding protein CML15,Plant hormone signal transduction,OG0002472
OG0002472::H1,CML16,Probable calcium-binding protein CML16,Plant hormone signal transduction,OG0002472
OG0002737::H1,RIN4,RPM1-interacting protein 4,Plant hormone signal transduction,OG0002737
OG0002737::H2,RIN4,RPM1-interacting protein 4,Plant hormone signal transduction,OG0002737
OG0002925::H1,SGT1B,Protein SGT1 homolog B,Plant hormone signal transduction,OG0002925
OG0002925::H2,SGT1B,Protein SGT1 homolog B,Plant hormone signal transduction,OG0002925
OG0003121::NA,BETV4,Polcalcin Bet v 4,Plant hormone signal transduction,OG0003121
OG0003224::H1,CML18,Probable calcium-binding protein CML18,Plant hormone signal transduction,OG0003224
OG0003224::H2,CML18,Probable calcium-binding protein CML18,Plant hormone signal transduction,OG0003224
OG0003688::H1,CPK34,Calcium-dependent protein kinase 34,Plant hormone signal transduction,OG0003688
OG0003688::H2,CPK34,Calcium-dependent protein kinase 34,Plant hormone signal transduction,OG0003688
OG0003705::H1,CPK28,Calcium-dependent protein kinase 28,Plant hormone signal transduction,OG0003705
OG0003705::H2,CPK16,Calcium-dependent protein kinase 16,Plant hormone signal transduction,OG0003705
OG0004015::H2,CML30,Calmodulin-like protein 30,Plant hormone signal transduction,OG0004015
OG0004079::H1,CML41,Probable calcium-binding protein CML41,Plant hormone signal transduction,OG0004079
OG0004079::H2,CML41,Probable calcium-binding protein CML41,Plant hormone signal transduction,OG0004079
